เบอร์,ราคาเบอร์,แพ็กเกจ,เครือข่าย,สถานะ
0646456959,,-,true,active
0646459145,,-,true,active
0646459154,,-,true,active
0646459156,55900,-,true,active
0646459159,,-,true,active
0646459235,,-,true,active
0646459245,,-,true,active
0646459265,,-,true,active
0646459295,,-,true,active
0646459356,49900,-,true,active
0646459359,,-,true,active
0646459365,,-,true,active
0646459394,29900,-,true,active
0646459395,55900,-,true,active
0646459415,75900,-,true,active
0646459424,45900,-,true,active
0646459451,28999,-,true,active
0646459454,27900,-,true,active
0646459465,,-,true,active
0646459495,,-,true,active
0646459514,32900,-,true,active
0646459515,,-,true,active
0646459519,49900,-,true,active
0646459535,55900,-,true,active
0646459536,22900,-,true,active
0646459539,28900,-,true,active
0646459541,45900,-,true,active
0646459545,39000,-,true,active
0646459564,195000,-,true,active
0646459635,29900,-,true,active
0646459636,35900,-,true,active
0646459639,45900,-,true,active
0646459645,45900,-,true,active
0646459656,45900,-,true,active
0646459659,,-,true,active
0646459895,,-,true,active
0646462356,39900,-,true,active
0646462359,39000,-,true,active
0646462365,35900,-,true,active
0646462395,43890,-,true,active
0646462459,32900,-,true,active
0646462464,,-,true,active
0646462465,45900,-,true,active
0646462495,35000,-,true,active
0646462636,23500,-,true,active
0646462645,,-,true,active
0646462656,37900,-,true,active
0646462895,35900,-,true,active
0646462935,,-,true,active
0646462936,,-,true,active
0646462945,,-,true,active
0646462954,,-,true,active
0646462956,48900,-,true,active
0646462959,38888,-,true,active
0646462964,159999,-,true,active
0646462965,39000,-,true,active
0646463235,,-,true,active
0646463236,,-,true,active
0646463245,,-,true,active
0646463265,39900,-,true,active
0646463515,58900,-,true,active
0646463545,,-,true,active
0646463565,37900,-,true,active
0646463595,49900,-,true,active
0646463656,35900,-,true,active
0646463659,29900,-,true,active
0646463694,,-,true,active
0646463695,,-,true,active
0646463935,,-,true,active
0646463936,39900,-,true,active
0646463959,55900,-,true,active
0646463964,,-,true,active
0646465145,35900,-,true,active
0646465195,65000,-,true,active
0646465354,35900,-,true,active
0646465356,39900,-,true,active
0646465359,35900,-,true,active
0646465365,,-,true,active
0646465395,45900,-,true,active
0646465414,,-,true,active
0646465415,,-,true,active
0646465451,39000,-,true,active
0646465519,28900,-,true,active
0646465635,,-,true,active
0646465914,,-,true,active
0646465915,65900,-,true,active
0646465935,,-,true,active
0646465936,,-,true,active
0646465945,,-,true,active
0646465956,,-,true,active
0646465965,45900,-,true,active
0646469145,48900,-,true,active
0646469235,,-,true,active
0646469265,,-,true,active
0646469289,,-,true,active
0646469295,,-,true,active
0646469354,,-,true,active
0646469356,42890,-,true,active
0646469359,45900,-,true,active
0646469364,145900,-,true,active
0646469365,45899,-,true,active
0646469415,,-,true,active
0646469535,,-,true,active
0646469541,49000,-,true,active
0646469564,,-,true,active
0646462364,131900,-,true,active
0646462695,55000,-,true,active
0646463946,232900,-,true,active
0646465954,38900,-,true,active
0646465156,,-,true,active
0646469465,99000,-,true,active
0646532365,299999,-,true,active
0646532395,47900,-,true,active
0646532415,55000,-,true,active
0646532451,25900,-,true,active
0646532454,,-,true,active
0646532465,199999,-,true,active
0646532495,48000,-,true,active
0646532635,36900,-,true,active
0646532915,47500,-,true,active
0646532935,35500,-,true,active
0646535145,42000,-,true,active
0646535156,199999,-,true,active
0646535159,45900,-,true,active
0646535195,59000,-,true,active
0646535415,49000,-,true,active
0646535451,39000,-,true,active
0646535459,38900,-,true,active
0646535465,159999,-,true,active
0646535495,39900,-,true,active
0646535635,55000,-,true,active
0646535636,39000,-,true,active
0646535645,35000,-,true,active
0646535659,65000,-,true,active
0646535695,48000,-,true,active
0646535915,55000,-,true,active
0646535935,46900,-,true,active
0646535936,46900,-,true,active
0646535956,229999,-,true,active
0646535965,199999,-,true,active
0646536235,37500,-,true,active
0646536245,55000,-,true,active
0646536265,159999,-,true,active
0646536295,,-,true,active
0646536351,26900,-,true,active
0646536354,45900,-,true,active
0646536359,45000,-,true,active
0646536451,29000,-,true,active
0646536459,42000,-,true,active
0646536495,42000,-,true,active
0646536514,26900,-,true,active
0646536515,38000,-,true,active
0646536519,39000,-,true,active
0646536535,53000,-,true,active
0646536546,35900,-,true,active
0646536595,49500,-,true,active
0646536915,45000,-,true,active
0646536936,45000,-,true,active
0646536954,39900,-,true,active
0646536956,189999,-,true,active
0646536959,78000,-,true,active
0646539145,,-,true,active
0646539154,35000,-,true,active
0646539156,169999,-,true,active
0646539159,58500,-,true,active
0646539195,58900,-,true,active
0646539235,35900,-,true,active
0646539245,36000,-,true,active
0646539265,199999,-,true,active
0646539295,45500,-,true,active
0646539324,29000,-,true,active
0646539354,35900,-,true,active
0646539359,45000,-,true,active
0646539365,299999,-,true,active
0646539424,36900,-,true,active
0646539454,38900,-,true,active
0646539459,42900,-,true,active
0646539465,159999,-,true,active
0646539514,39000,-,true,active
0646539515,45000,-,true,active
0646539519,,-,true,active
0646539535,69000,-,true,active
0646539536,36000,-,true,active
0646539541,35000,-,true,active
0646539545,49000,-,true,active
0646539546,37900,-,true,active
0646539565,189999,-,true,active
0646539591,37500,-,true,active
0646539635,99999,-,true,active
0646539636,47000,-,true,active
0646539639,49000,-,true,active
0646539651,35000,-,true,active
0646539656,199999,-,true,active
0646539659,47900,-,true,active
0646562395,39000,-,true,active
0646562451,56900,-,true,active
0646562459,75000,-,true,active
0646562465,150000,-,true,active
0646562495,55900,-,true,active
0646562635,48900,-,true,active
0646562915,55000,-,true,active
0646562935,29900,-,true,active
0646563235,32900,-,true,active
0646563245,35900,-,true,active
0646563514,29900,-,true,active
0646563515,32900,-,true,active
0646563519,56900,-,true,active
0646563536,45999,-,true,active
0646563545,35900,-,true,active
0646563565,129999,-,true,active
0646563595,45900,-,true,active
0646563659,59900,-,true,active
0646563695,,-,true,active
0646563915,35900,-,true,active
0646563935,45900,-,true,active
0646563936,25900,-,true,active
0646563945,59000,-,true,active
0646563965,157900,-,true,active
0646564195,39900,-,true,active
0646564235,65900,-,true,active
0646564295,59900,-,true,active
0646564515,,-,true,active
0646564519,35900,-,true,active
0646564536,29000,-,true,active
0646564539,28900,-,true,active
0646564595,43900,-,true,active
0646564635,29900,-,true,active
0646564915,38900,-,true,active
0646564935,45900,-,true,active
0646569151,39990,-,true,active
0646569154,49900,-,true,active
0646569156,199000,-,true,active
0646569159,,-,true,active
0646569195,75900,-,true,active
0646569245,39900,-,true,active
0646569356,159900,-,true,active
0646569359,45900,-,true,active
0646569365,135900,-,true,active
0646569515,39900,-,true,active
0646569535,39900,-,true,active
0646569536,29900,-,true,active
0647474947,25000,-,true,active
0647474987,24000,-,true,active
0647822414,,-,true,active
0647822695,45900,-,true,active
0647822989,29000,-,true,active
0647823291,,-,true,active
0647823545,,-,true,active
0647823546,,-,true,active
0647823595,98999,-,true,active
0647823626,27900,-,true,active
0647823629,,-,true,active
0647823639,,-,true,active
0647823646,25900,-,true,active
0647823649,29900,-,true,active
0647823924,,-,true,active
0647823946,45900,-,true,active
0647823949,19900,-,true,active
0647824146,,-,true,active
0647824149,,-,true,active
0647824165,49900,-,true,active
0647824194,,-,true,active
0647824235,45900,-,true,active
0647824236,38900,-,true,active
0647824264,,-,true,active
0647824291,,-,true,active
0647824419,,-,true,active
0647824429,,-,true,active
0647824535,,-,true,active
0647824591,39900,-,true,active
0647824594,43900,-,true,active
0647824624,,-,true,active
0647824629,,-,true,active
0647824635,89900,-,true,active
0647824639,,-,true,active
0647824649,45900,-,true,active
0647824691,,-,true,active
0647824694,,-,true,active
0647824926,,-,true,active
0647824936,,-,true,active
0647824941,,-,true,active
0647824964,,-,true,active
0647826236,,-,true,active
0647826239,,-,true,active
0647826241,,-,true,active
0647826246,,-,true,active
0647826249,,-,true,active
0647826289,,-,true,active
0647826294,23900,-,true,active
0647826324,25900,-,true,active
0647826364,39900,-,true,active
0647826391,49900,-,true,active
0647826419,,-,true,active
0647826424,,-,true,active
0647826429,,-,true,active
0647826494,23900,-,true,active
0647826516,,-,true,active
0647826561,,-,true,active
0647826591,22900,-,true,active
0647826914,,-,true,active
0647826924,,-,true,active
0647826929,,-,true,active
0647826936,25900,-,true,active
0647826939,,-,true,active
0647826946,27900,-,true,active
0647826949,,-,true,active
0647828919,35900,-,true,active
0647828924,,-,true,active
0647828926,,-,true,active
0647828929,,-,true,active
0647828936,45900,-,true,active
0647828939,,-,true,active
0647828949,19900,-,true,active
0647828964,,-,true,active
0647829146,20000,-,true,active
0647829149,23000,-,true,active
0647829194,36900,-,true,active
0647829246,,-,true,active
0647829249,19900,-,true,active
0647829264,,-,true,active
0647829289,,-,true,active
0647829391,,-,true,active
0647829394,34000,-,true,active
0647829414,22900,-,true,active
0647829464,,-,true,active
0647829624,,-,true,active
0647829639,,-,true,active
0647829646,,-,true,active
0647829649,29900,-,true,active
0647829824,,-,true,active
0647829826,,-,true,active
0647829894,22900,-,true,active
0647822326,15000,-,true,active
0647822364,,-,true,active
0647822394,,-,true,active
0647822397,,-,true,active
0647822416,,-,true,active
0647822429,,-,true,active
0647822451,,-,true,active
0647822453,,-,true,active
0647822461,,-,true,active
0647822491,,-,true,active
0647822493,,-,true,active
0647822497,,-,true,active
0647822636,,-,true,active
0647822639,,-,true,active
0647822646,,-,true,active
0647822697,9900,-,true,active
0647822823,8500,-,true,active
0647822826,25900,-,true,active
0647822919,9500,-,true,active
0647822939,9500,-,true,active
0647823297,7500,-,true,active
0647823516,25900,-,true,active
0647823561,35900,-,true,active
0647823693,35900,-,true,active
0647823961,,-,true,active
0647824163,,-,true,active
0647824164,,-,true,active
0647824497,,-,true,active
0647824623,,-,true,active
0647824693,,-,true,active
0647824979,,-,true,active
0647826141,,-,true,active
0647826146,,-,true,active
0647826193,,-,true,active
0647826197,,-,true,active
0647826293,,-,true,active
0647826353,,-,true,active
0647826497,,-,true,active
0647826641,,-,true,active
0647826453,,-,true,active
0647826461,,-,true,active
0647826694,,-,true,active
0647826953,,-,true,active
0647826964,,-,true,active
0647828247,45000,-,true,active
0647828916,14999,-,true,active
0647828923,14900,-,true,active
0647828961,8900,-,true,active
0647829323,,-,true,active
0647829453,,-,true,active
0647829463,,-,true,active
0647829614,,-,true,active
0647829619,,-,true,active
0647829914,,-,true,active
0647829926,,-,true,active
0647879149,32000,-,true,active
0647879151,,-,true,active
0647879159,,-,true,active
0647879195,,-,true,active
0647879235,39000,-,true,active
0647879236,,-,true,active
0647879239,18900,-,true,active
0647879245,,-,true,active
0647879265,,-,true,active
0647879294,,-,true,active
0647879295,32900,-,true,active
0647879326,24000,-,true,active
0647879329,29900,-,true,active
0647879359,35900,-,true,active
0647879395,,-,true,active
0647879419,19900,-,true,active
0647879426,29900,-,true,active
0647879429,19900,-,true,active
0647879454,,-,true,active
0647879459,37000,-,true,active
0647879495,29900,-,true,active
0647879514,25900,-,true,active
0647879515,,-,true,active
0647879519,25900,-,true,active
0647879535,,-,true,active
0647879536,,-,true,active
0647879539,,-,true,active
0647879546,,-,true,active
0647879549,,-,true,active
0647879626,,-,true,active
0647879636,29900,-,true,active
0647879639,55900,-,true,active
0647879646,24000,-,true,active
0647879656,35500,-,true,active
0647879659,36900,-,true,active
0647879824,28999,-,true,active
0647879826,,-,true,active
0647879829,,-,true,active
0647879894,,-,true,active
0647879895,,-,true,active
0647879153,,-,true,active
0647879161,,-,true,active
0647879163,,-,true,active
0647879164,,-,true,active
0647879165,,-,true,active
0647879193,,-,true,active
0647879197,,-,true,active
0647879261,,-,true,active
0647879263,,-,true,active
0647879287,,-,true,active
0647879293,,-,true,active
0647879297,,-,true,active
0647879323,,-,true,active
0647879353,,-,true,active
0647879361,,-,true,active
0647879363,,-,true,active
0647879397,,-,true,active
0647879416,,-,true,active
0647879423,,-,true,active
0647879453,,-,true,active
0647879461,13500,-,true,active
0647879463,13900,-,true,active
0647879493,13900,-,true,active
0647879497,25900,-,true,active
0647879516,18900,-,true,active
0647879563,25900,-,true,active
0647879593,18900,-,true,active
0647879597,,-,true,active
0647879614,,-,true,active
0647879615,,-,true,active
0647879616,38900,-,true,active
0647879619,45900,-,true,active
0647879623,35900,-,true,active
0647879653,39900,-,true,active
0647879691,19900,-,true,active
0647879693,13900,-,true,active
0647879694,,-,true,active
0647879695,,-,true,active
0647879697,29900,-,true,active
0647879823,13900,-,true,active
0647879897,18900,-,true,active
0647879893,29900,-,true,active
0647879914,,-,true,active
0647879915,,-,true,active
0647879916,18900,-,true,active
0647879923,33900,-,true,active
0647879924,33900,-,true,active
0647879926,,-,true,active
0647879935,,-,true,active
0647879936,,-,true,active
0647879941,,-,true,active
0647879945,,-,true,active
0647879946,,-,true,active
0647879951,,-,true,active
0647879953,38900,-,true,active
0647879954,,-,true,active
0647879956,,-,true,active
0647879961,29900,-,true,active
0647879963,19900,-,true,active
0647879964,,-,true,active
0647879965,,-,true,active
0647891415,,-,true,active
0647891419,99000,-,true,active
0647891426,,-,true,active
0647891429,,-,true,active
0647891464,99000,-,true,active
0647891491,,-,true,active
0647891494,,-,true,active
0647891514,,-,true,active
0647891519,,-,true,active
0647891535,,-,true,active
0647891539,,-,true,active
0647891549,,-,true,active
0647891594,,-,true,active
0647891924,,-,true,active
0647891926,99000,-,true,active
0647891929,120000,-,true,active
0647891936,,-,true,active
0647891939,,-,true,active
0647891941,,-,true,active
0647891949,,-,true,active
0647892324,,-,true,active
0647892326,190000,-,true,active
0647892329,,-,true,active
0647892364,,-,true,active
0647892394,,-,true,active
0647892414,,-,true,active
0647892419,,-,true,active
0647892426,,-,true,active
0647892429,,-,true,active
0647892491,,-,true,active
0647892494,,-,true,active
0647892624,120000,-,true,active
0647892629,,-,true,active
0647892646,,-,true,active
0647892649,,-,true,active
0647892694,,-,true,active
0647892695,,-,true,active
0647892826,,-,true,active
0647892829,,-,true,active
0647892879,,-,true,active
0647892891,,-,true,active
0647892919,,-,true,active
0647892936,,-,true,active
0647892939,,-,true,active
0647892946,,-,true,active
0647892949,,-,true,active
0647892989,,-,true,active
0647893239,,-,true,active
0647893246,,-,true,active
0647893291,,-,true,active
0647893294,140000,-,true,active
0647893514,,-,true,active
0647893539,,-,true,active
0647893565,,-,true,active
0647893591,,-,true,active
0647893594,,-,true,active
0647893629,,-,true,active
0647893646,,-,true,active
0647893649,,-,true,active
0647893691,,-,true,active
0647893914,,-,true,active
0647893919,,-,true,active
0647893924,,-,true,active
0647893929,,-,true,active
0647893941,,-,true,active
0647893946,,-,true,active
0647893949,,-,true,active
0647893964,,-,true,active
0647894146,,-,true,active
0647894149,,-,true,active
0647894191,,-,true,active
0647894194,,-,true,active
0647894235,,-,true,active
0647894236,,-,true,active
0647894239,,-,true,active
0647894264,,-,true,active
0647894289,,-,true,active
0647894294,,-,true,active
0647894429,,-,true,active
0647894541,,-,true,active
0647894564,,-,true,active
0647894591,,-,true,active
0647894594,99000,-,true,active
0647894624,,-,true,active
0647894626,,-,true,active
0647894629,,-,true,active
0647894636,,-,true,active
0647894639,,-,true,active
0647894641,,-,true,active
0647894649,,-,true,active
0647894691,100000,-,true,active
0647894694,,-,true,active
0647894695,,-,true,active
0647894914,,-,true,active
0647894919,99000,-,true,active
0647894924,,-,true,active
0647894926,,-,true,active
0647894929,,-,true,active
0647894935,,-,true,active
0647894936,,-,true,active
0647894951,,-,true,active
0647894964,,-,true,active
0647894989,,-,true,active
0647895149,,-,true,active
0647895156,,-,true,active
0647895164,,-,true,active
0647895191,,-,true,active
0647895326,,-,true,active
0647895329,,-,true,active
0647895356,,-,true,active
0647895364,,-,true,active
0647895391,,-,true,active
0647895394,,-,true,active
0647895395,,-,true,active
0647895415,,-,true,active
0647895429,,-,true,active
0647895491,,-,true,active
0647895536,290000,-,true,active
0647895546,,-,true,active
0647895549,,-,true,active
0647895564,,-,true,active
0647895626,,-,true,active
0647895629,,-,true,active
0647895635,,-,true,active
0647895649,,-,true,active
0647895691,,-,true,active
0647895694,,-,true,active
0647895914,,-,true,active
0647895936,,-,true,active
0647895941,,-,true,active
0647895946,,-,true,active
0647895964,,-,true,active
0647896236,,-,true,active
0647896239,,-,true,active
0647896245,,-,true,active
0647896246,100000,-,true,active
0647896249,,-,true,active
0647896294,,-,true,active
0647896295,1700000,-,true,active
0647896326,100000,-,true,active
0647896329,,-,true,active
0647896354,,-,true,active
0647896364,,-,true,active
0647896395,,-,true,active
0647896424,,-,true,active
0647896429,,-,true,active
0647896454,250000,-,true,active
0647896459,,-,true,active
0647896494,,-,true,active
0647896546,,-,true,active
0647897824,119000,-,true,active
0647897826,199000,-,true,active
0647897829,,-,true,active
0647897891,,-,true,active
0647897894,,-,true,active
0647898236,,-,true,active
0647898239,,-,true,active
0647898245,,-,true,active
0647898249,,-,true,active
0647898291,,-,true,active
0647898294,,-,true,active
0647899639,,-,true,active
0647892236,55000,-,true,active
0647892239,150000,-,true,active
0647892249,99000,-,true,active
0647892263,,-,true,active
0647892287,,-,true,active
0647892353,290000,-,true,active
0647892616,59000,-,true,active
0647892619,99000,-,true,active
0647892979,69000,-,true,active
0647893297,55000,-,true,active
0647893979,65000,-,true,active
0647894416,120000,-,true,active
0647894453,99000,-,true,active
0647894461,120000,-,true,active
0647894497,59900,-,true,active
0647894697,99000,-,true,active
0647895161,69000,-,true,active
0647895397,55900,-,true,active
0647895461,299000,-,true,active
0647896164,99000,-,true,active
0647896197,65000,-,true,active
0647896263,75000,-,true,active
0647896287,55000,-,true,active
0647896297,55000,-,true,active
0647896397,59900,-,true,active
0647896497,89000,-,true,active
0647896693,55000,-,true,active
0647896919,99000,-,true,active
0647897916,250000,-,true,active
0647897949,75000,-,true,active
0647897961,350000,-,true,active
0647899141,99000,-,true,active
0647899161,199000,-,true,active
0647899297,99000,-,true,active
0647899391,79900,-,true,active
0647899394,99000,-,true,active
0647899416,250000,-,true,active
0647899497,79000,-,true,active
0647899614,85000,-,true,active
0647899616,85000,-,true,active
0647899619,99000,-,true,active
0647899694,99000,-,true,active
0647899791,99000,-,true,active
0647899794,99000,-,true,active
0648232414,8900,-,true,active
0648232415,35900,-,true,active
0648232426,9900,-,true,active
0648232429,9900,-,true,active
0648232454,9800,-,true,active
0648232495,39900,-,true,active
0648232635,28000,-,true,active
0648232636,8500,-,true,active
0648232639,,-,true,active
0648232645,15900,-,true,active
0648232646,19900,-,true,active
0648232659,39900,-,true,active
0648232695,19900,-,true,active
0648232824,9800,-,true,active
0648232826,,-,true,active
0648232829,8900,-,true,active
0648232895,32900,-,true,active
0648232914,12900,-,true,active
0648232915,38900,-,true,active
0648232924,8900,-,true,active
0648232926,8900,-,true,active
0648232935,48900,-,true,active
0648232936,9900,-,true,active
0648232939,9900,-,true,active
0648232945,25900,-,true,active
0648232959,13900,-,true,active
0648232965,29900,-,true,active
0648235145,,-,true,active
0648235149,48900,-,true,active
0648235156,28900,-,true,active
0648235326,19700,-,true,active
0648235329,38900,-,true,active
0648235365,29900,-,true,active
0648235394,8900,-,true,active
0648235395,32900,-,true,active
0648235415,,-,true,active
0648235424,18900,-,true,active
0648235429,17900,-,true,active
0648235459,28900,-,true,active
0648235465,19900,-,true,active
0648235536,18900,-,true,active
0648235541,,-,true,active
0648235549,8900,-,true,active
0648235564,19900,-,true,active
0648235594,39900,-,true,active
0648235636,16900,-,true,active
0648235639,,-,true,active
0648235641,,-,true,active
0648235645,,-,true,active
0648235646,19900,-,true,active
0648235915,19900,-,true,active
0648235919,9900,-,true,active
0648235924,9900,-,true,active
0648235935,,-,true,active
0648235936,12900,-,true,active
0648235939,45000,-,true,active
0648235945,19900,-,true,active
0648235951,,-,true,active
0648235956,19900,-,true,active
0648235965,19900,-,true,active
0648236235,19900,-,true,active
0648236239,,-,true,active
0648236245,,-,true,active
0648236249,28900,-,true,active
0648236264,19900,-,true,active
0648236265,59900,-,true,active
0648236294,,-,true,active
0648236295,19900,-,true,active
0648236326,18900,-,true,active
0648236354,19900,-,true,active
0648236394,55900,-,true,active
0648236395,79000,-,true,active
0648236419,,-,true,active
0648236424,19900,-,true,active
0648236454,9900,-,true,active
0648236465,48900,-,true,active
0648236515,19500,-,true,active
0648236535,27900,-,true,active
0648236536,22899,-,true,active
0648236539,,-,true,active
0648236595,25900,-,true,active
0648236915,39900,-,true,active
0648236945,,-,true,active
0648236954,,-,true,active
0648236956,49000,-,true,active
0648236959,39900,-,true,active
0648236989,39000,-,true,active
0648239145,39900,-,true,active
0648239154,38900,-,true,active
0648239156,27900,-,true,active
0648239235,39500,-,true,active
0648239236,19900,-,true,active
0648239245,13899,-,true,active
0648239265,38900,-,true,active
0648239289,19900,-,true,active
0648239295,48900,-,true,active
0648239356,36900,-,true,active
0648239365,35900,-,true,active
0648239415,38900,-,true,active
0648239454,39900,-,true,active
0648239459,19900,-,true,active
0648239465,25800,-,true,active
0648239495,45900,-,true,active
0648239515,13900,-,true,active
0648239545,19900,-,true,active
0648239565,55900,-,true,active
0648239645,19900,-,true,active
0648239656,48900,-,true,active
0648239895,22900,-,true,active
0648232239,15900,-,true,active
0648232264,,-,true,active
0648232265,,-,true,active
0648232291,,-,true,active
0648232295,,-,true,active
0648232451,11900,-,true,active
0648232453,18900,-,true,active
0648232614,18900,-,true,active
0648232619,18900,-,true,active
0648232656,45900,-,true,active
0648232693,28900,-,true,active
0648232697,32900,-,true,active
0648232823,55000,-,true,active
0648232897,15900,-,true,active
0648232916,15900,-,true,active
0648232923,13500,-,true,active
0648232956,53900,-,true,active
0648232961,13500,-,true,active
0648235164,13500,-,true,active
0648235193,28900,-,true,active
0648235361,18900,-,true,active
0648235363,18900,-,true,active
0648235461,22900,-,true,active
0648235464,9900,-,true,active
0648235563,7500,-,true,active
0648235597,22900,-,true,active
0648235693,8500,-,true,active
0648235695,49000,-,true,active
0648235916,22900,-,true,active
0648235953,22900,-,true,active
0648236153,6500,-,true,active
0648236154,6500,-,true,active
0648236156,,-,true,active
0648236193,7500,-,true,active
0648236194,5500,-,true,active
0648236289,59000,-,true,active
0648236323,9900,-,true,active
0648236356,13500,-,true,active
0648236359,45900,-,true,active
0648236393,18900,-,true,active
0648236397,13500,-,true,active
0648236495,19900,-,true,active
0648236514,45900,-,true,active
0648236545,19900,-,true,active
0648236597,19900,-,true,active
0648236639,22900,-,true,active
0648236641,8900,-,true,active
0648236649,9900,-,true,active
0648236659,15900,-,true,active
0648236691,,-,true,active
0648236694,,-,true,active
0648236695,,-,true,active
0648236916,,-,true,active
0648236923,,-,true,active
0648236961,,-,true,active
0648236964,,-,true,active
0648239161,,-,true,active
0648239163,,-,true,active
0648239164,19900,-,true,active
0648239293,,-,true,active
0648239323,,-,true,active
0648239353,,-,true,active
0648239361,,-,true,active
0648239416,,-,true,active
0648239423,,-,true,active
0648239453,,-,true,active
0648239493,,-,true,active
0648239497,,-,true,active
0648239561,,-,true,active
0648239593,23900,-,true,active
0648239614,18900,-,true,active
0648239619,18900,-,true,active
0648239691,23900,-,true,active
0648239693,,-,true,active
0648239694,,-,true,active
0648239793,,-,true,active
0648239795,,-,true,active
0648239916,,-,true,active
0648239935,,-,true,active
0648239941,8900,-,true,active
0648239956,,-,true,active
0648241451,,-,true,active
0648241459,43900,-,true,active
0648241514,25000,-,true,active
0648241539,,-,true,active
0648241945,39900,-,true,active
0648241965,49900,-,true,active
0648242265,39900,-,true,active
0648242639,,-,true,active
0648242645,20999,-,true,active
0648242965,28900,-,true,active
0648244145,,-,true,active
0648244154,35900,-,true,active
0648244236,,-,true,active
0648244239,,-,true,active
0648244265,,-,true,active
0648244539,34900,-,true,active
0648244541,,-,true,active
0648244591,,-,true,active
0648244636,,-,true,active
0648244639,,-,true,active
0648244645,,-,true,active
0648244694,35900,-,true,active
0648245145,29900,-,true,active
0648245536,,-,true,active
0648245591,,-,true,active
0648245639,,-,true,active
0648245645,25900,-,true,active
0648245695,45900,-,true,active
0648245919,25900,-,true,active
0648245945,22900,-,true,active
0648245965,,-,true,active
0648246154,,-,true,active
0648246156,,-,true,active
0648246235,45900,-,true,active
0648246236,19900,-,true,active
0648246239,,-,true,active
0648246245,38900,-,true,active
0648246265,,-,true,active
0648246289,24599,-,true,active
0648246354,50000,-,true,active
0648246364,19900,-,true,active
0648246454,19900,-,true,active
0648246459,36900,-,true,active
0648246495,35900,-,true,active
0648246539,,-,true,active
0648246945,29900,-,true,active
0648246954,22500,-,true,active
0648246956,29900,-,true,active
0648249165,28900,-,true,active
0648249235,,-,true,active
0648249236,,-,true,active
0648249265,50000,-,true,active
0648249289,19900,-,true,active
0648249295,,-,true,active
0648249451,,-,true,active
0648249465,29900,-,true,active
0648249519,24900,-,true,active
0648249636,,-,true,active
0648249645,39900,-,true,active
0648249945,,-,true,active
0648249965,45899,-,true,active
0648241454,19900,-,true,active
0648241465,28900,-,true,active
0648241493,,-,true,active
0648241497,29000,-,true,active
0648241619,29900,-,true,active
0648241626,36900,-,true,active
0648241693,22900,-,true,active
0648241916,8900,-,true,active
0648242246,6900,-,true,active
0648242264,,-,true,active
0648242295,,-,true,active
0648242353,22900,-,true,active
0648242393,38900,-,true,active
0648242616,7900,-,true,active
0648242897,13800,-,true,active
0648242916,18900,-,true,active
0648242953,7900,-,true,active
0648242963,9900,-,true,active
0648244161,9500,-,true,active
0648244193,19900,-,true,active
0648244563,9900,-,true,active
0648244593,18900,-,true,active
0648244597,22900,-,true,active
0648244619,18900,-,true,active
0648244653,8900,-,true,active
0648244697,9900,-,true,active
0648244961,29900,-,true,active
0648245161,9500,-,true,active
0648245153,29000,-,true,active
0648245163,22900,-,true,active
0648245361,9900,-,true,active
0648245397,9900,-,true,active
0648245423,23000,-,true,active
0648245516,35900,-,true,active
0648245561,25900,-,true,active
0648245563,25900,-,true,active
0648245593,18900,-,true,active
0648245623,,-,true,active
0648245693,,-,true,active
0648245697,,-,true,active
0648245953,,-,true,active
0648246141,,-,true,active
0648246146,,-,true,active
0648246149,,-,true,active
0648246164,,-,true,active
0648246263,,-,true,active
0648246287,,-,true,active
0648246353,,-,true,active
0648246393,,-,true,active
0648246415,38900,-,true,active
0648246423,,-,true,active
0648246561,,-,true,active
0648246593,,-,true,active
0648246597,,-,true,active
0648246623,,-,true,active
0648246641,,-,true,active
0648246649,,-,true,active
0648246651,,-,true,active
0648246653,22900,-,true,active
0648246691,,-,true,active
0648246693,,-,true,active
0648246694,,-,true,active
0648246916,,-,true,active
0648246961,,-,true,active
0648246965,,-,true,active
0648249163,,-,true,active
0648249287,,-,true,active
0648249263,,-,true,active
0648249293,,-,true,active
0648249323,,-,true,active
0648249593,7500,-,true,active
0648249619,29900,-,true,active
0648249653,35900,-,true,active
0648249914,9900,-,true,active
0648249916,5500,-,true,active
0648249924,8500,-,true,active
0648249926,8500,-,true,active
0648249961,7500,-,true,active
0648262351,,-,true,active
0648262356,27900,-,true,active
0648262359,43900,-,true,active
0648262365,,-,true,active
0648262395,38900,-,true,active
0648262415,42900,-,true,active
0648262451,19900,-,true,active
0648262454,19900,-,true,active
0648262459,37990,-,true,active
0648262465,,-,true,active
0648262495,49900,-,true,active
0648262879,9900,-,true,active
0648262895,,-,true,active
0648262935,43900,-,true,active
0648262936,19900,-,true,active
0648262945,35900,-,true,active
0648262954,19900,-,true,active
0648262956,42900,-,true,active
0648262959,45900,-,true,active
0648262965,38900,-,true,active
0648263235,,-,true,active
0648263245,22890,-,true,active
0648263265,,-,true,active
0648263295,,-,true,active
0648263514,,-,true,active
0648263515,,-,true,active
0648263536,,-,true,active
0648263545,,-,true,active
0648263565,49900,-,true,active
0648263595,,-,true,active
0648263645,,-,true,active
0648263656,,-,true,active
0648263659,,-,true,active
0648263695,,-,true,active
0648263915,37900,-,true,active
0648263935,,-,true,active
0648263936,,-,true,active
0648263945,,-,true,active
0648263951,43900,-,true,active
0648263956,39900,-,true,active
0648263959,,-,true,active
0648263965,,-,true,active
0648264145,,-,true,active
